"CCN","RPT_NUM","HOSP_NAME","ADDRESS","ZIP","CST_CHRG","NET_REV_CAID","CAID_COST","DIFF_CAID_REV","TOT_UNCOMP_COST","BAD_DEBT","COST_UNCOMP","CHAR_CHRG_UNIN","CHAR_CHRG_TOT","COST_CHAR_UNIN","COST_CHAR_TOT","CHAR_CHRG_INS","COST_CHAR_INS","DISCHRG","DISCHRG_HMO","HOSP_CHRG_INPAT","HOSP_CHRG_OUTPAT","HOSP_CHRG_TOT"
"250104",764727,"JEFF ANDERSON REGIONAL MEDICAL CENTE","2124 14TH STREET_MERIDIAN_MS","39301",0.256313,15348409,18643078,0,7310593,8275349,7310593,15677722,17161881,4018404,5139366,1484159,1120962,2591,632,248337657,446937399,695275056
"251304",764729,"TALLAHATCHIE CRITICAL ACCESS HOSPITA","141 DR TT LEWIS DRIVE_CHARLESTON_MS","38921",0.864607,388738,979920,0,1040940,1237604,1040940,NA,NA,NA,NA,NA,NA,42,NA,21981770,16878208,38859978
"251326",764730,"JEFFERSON DAVIS GENERAL HOSPITAL","1102 ROSE STREET_PRENTISS_MS","39474",0.694904,2468676,1719461,0,1613345,931742,1571831,1195732,1353547,830919,988734,157815,157815,19,4,7991045,12855326,20846371
"251331",764731,"BMH - CALHOUN","140 BURKE CALHOUN CITY ROAD_CALHOUN_MS","38916",0.533373,992329,1824345,109651,2171265,1220950,1301727,1296345,1303368,691435,698458,7023,7023,137,3,19701931,20958256,40660187
"251338",764732,"SHARKEY-ISSAQUENA COMM HOSPITAL","108 SOUTH FOURTH STREET_ROLLING FORK_MS","39159",0.639945,1,6,4,16305,46573,16301,NA,NA,NA,NA,NA,NA,37,19,3360427,14527967,17888394
"301300",764742,"UPPER CONNECTICUT VALLEY HOSPITAL","181 CORLISS LANE_COLEBROOK_NH","03576",0.674856,1638836,3287821,0,1253350,1444505,1253350,112747,315176,76088,278517,202429,202429,93,53,3856118,35808885,39665003
"301307",764743,"MEMORIAL HOSPITAL","3073 WHITE MOUNTAIN HIGHWAY_NORTH CONWAY_NH","03860",0.434918,6627049,9643705,0,3637645,5645673,3637645,250049,1421973,107329,1200292,1171924,1092963,502,231,31601704,167375687,198977391
"301310",764744,"ANDROSCOGGIN VALLEY HOSPITAL","59 PAGE HILL ROAD_BERLIN_NH","03570",0.636336,10427220,12889691,0,3832756,5133628,3832756,339636,689557,216123,566044,349921,349921,301,118,18320807,86799774,105120581
"380005",764752,"ASHLAND COMMUNITY HOSPITAL","280 MAPLE ST_ASHLAND_OR","97520",0.313202,18242582,13519928,0,792907,1176837,792907,247019,619064,74858,419879,372045,345021,375,258,66289117,118799520,185088637
"470012",764770,"SOUTHWESTERN VERMONT MEDICAL CENTER","100 HOSPITAL DRIVE_BENNINGTON_VT","05201",0.377774,12324230,22568221,9382220,12401048,4564816,3018828,879923,1845447,332412,1297936,965524,965524,1159,462,78239835,322331063,400570898
"521331",764775,"BURNETT MEDICAL CENTER  INC","257 W ST GEORGE AVE_GRANTSBURG_WI","54480",0.622628,5324104,6045593,721489,1325336,931061,603847,NA,67164,NA,67164,67164,67164,98,17,8301352,31034690,39336042
"521343",764776,"STOUGHTON HOSPITAL ASSOCIATION","900 RIDGE STREET_STOUGHTON_WI","53589",0.302028,2921672,4438026,1516354,2401153,1396998,884799,238651,617273,72079,450701,378622,378622,271,97,17518315,124425492,141943807
"521347",764777,"WESTERN WISCONSIN HEALTH","1100 BERGSLIEN STREET_BALDWIN_WI","54002",0.579493,9111373,8729611,0,1264796,1911078,1264796,160550,304949,93038,237437,144399,144399,210,38,11572215,87868959,99441174
"670128",764780,"BAYLOR SCOTT & WHITE PFLUGERVILLE","2600 EAST PFLUGERVILLE PARKWAY_PFLUGERVILLE_TX","78660",0.182167,1907655,2297774,0,5326209,7288179,5323731,14667170,16404670,2671874,3983784,1737500,1311910,272,246,44774009,174533149,219307158
"040119",764784,"WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET_BATESVILLE_AR","72501",0.264633,9952211,14009695,0,5088100,10426135,5088100,720451,2792683,190655,2262887,2072232,2072232,2589,1407,255138357,387567402,642705759
"041332",764785,"UNITY HEALTH - NEWPORT","1205 MCLAIN STREET_NEWPORT_AR","72112",0.357321,1283869,3386502,2102633,2607248,NA,504615,988054,1139617,353052,504615,151563,151563,245,173,29594049,44751679,74345728
"100051",764797,"ORLANDO HEALTH SOUTH LAKE HOSPITAL","1900 DON WICKHAM DRIVE_CLERMONT_FL","34711",0.098109,6677838,16119040,3405219,22836005,14397753,18876863,109636486,120427595,10756326,17140897,10791109,6384571,4272,4922,1431100812,1306998953,2738099765
"101311",764799,"MADISON MEMORIAL HOSPITAL","224 NW CRANE AVENUE_MADISON_FL","32340",0.760232,1701376,2020048,0,363793,399111,363793,59528,104199,45255,89926,44671,44671,50,19,5335666,13227738,18563404
"110001",764800,"HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE_DALTON_GA","30722",0.181098,27225271,35831570,0,36592473,127692263,36448394,38015039,44166294,6884448,13035703,6151255,6151255,2467,1860,640978292,948484762,1589463054
"110005",764801,"NORTHSIDE HOSPITAL FORSYTH","1200 MEDICAL CENTER BLVD_CUMMING_GA","30040",0.190454,19962001,29551365,0,46854593,41414540,46854593,163270212,172871728,31095465,38905753,9601516,7810288,4661,3343,1508094570,1798105209,3306199779
"110008",764802,"NORTHSIDE HOSPITAL-CHEROKEE  INC.","201 HOSPITAL ROAD_CANTON_GA","30115",0.176598,24780502,37033279,0,46206829,41169509,46206829,181660625,189609427,32080903,38859483,7948802,6778580,4215,3254,1333221966,1787028166,3120250132
"110029",764804,"NORTHEAST GEORGIA MEDICAL CENTER","743 SPRING STREET NE_GAINESVILLE_GA","30501",0.172422,84609898,115235665,0,104308567,103549023,104061264,437146237,447272224,75373628,85461959,10125987,10088331,9084,9299,3744856644,3628089641,7372946285
"110032",764805,"STEPHENS COUNTY HOSPITAL","163 HOSPITAL DR._TOCCOA_GA","30577",0.40095,2925730,4218324,0,4046027,9098306,3979044,651048,843047,261038,338020,191999,76982,385,140,24187524,77493993,101681517
"110045",764806,"NGMC BARROW","316 NORTH BROAD STREET_WINDER_GA","30680",0.178165,5651379,8485211,1981492,9023237,10385826,7038117,25357074,26427565,4517743,5155592,1070491,637849,259,387,56681390,233478576,290159966
"110087",764807,"NORTHSIDE HOSPITAL - GWINNETT","1000 MEDICAL CENTER BLVD_LAWRENCEVILLE_GA","30046",0.181826,54641760,77813044,0,107176166,172656817,107176166,319266981,341069253,58051038,75601556,21802272,17550518,4660,5062,2414658843,2949149707,5363808550
"110092",764808,"DODGE COUNTY HOSPITAL","901 GRIFFIN AVENUE_EASTMAN_GA","31023",0.285765,2276636,3524074,302773,1922046,5158500,1616915,375172,399761,104695,129223,24589,24528,196,136,15825264,65845865,81671129
"110095",764809,"TIFT REGIONAL MEDICAL CENTER","901 EAST 18TH STREET_TIFTON_GA","31793",0.241548,25402746,33149439,0,24117474,36723290,23958599,44282098,48548728,10696252,14962882,4266630,4266630,1868,3579,418613822,834171119,1252784941
"110105",764810,"COLQUITT REGIONAL MEDICAL CENTER","3131 SOUTH MAIN STREET_MOULTRIE_GA","31768",0.265239,15426165,19326609,0,10085295,26844498,9943828,4369255,6127699,1158897,2739785,1758444,1580888,1237,1981,209472376,393716890,603189266
"110122",764811,"SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET_VALDOSTA_GA","31603",0.227239,34076011,39252633,0,43331632,45363819,43160035,89328120,101697291,20298833,32668004,12369171,12369171,3185,3705,595530694,861196757,1456727451
"141310",764812,"MENDOTA COMMUNITY HOSPITAL","1401 EAST 12TH ST_MENDOTA_IL","61342",0.291169,2473319,4610523,2137204,3248536,1571875,1111332,1406511,1630875,409532,633896,224364,224364,193,79,10226361,89709815,99936176
"141325",764813,"OSF SAINT LUKE MEDICAL CENTER","1051 WEST SOUTH STREET_KEWANEE_IL","61443",0.34527,4842187,8300044,3457857,4899427,1713978,1441570,1366433,1742752,471788,848107,376319,376319,149,99,6515240,99750665,106265905
"190151",764820,"RICHLAND PARISH HOSPITAL SERVICE DIS","254 HWY 3048_RAYVILLE_LA","71269",0.40319,7750529,7552711,0,704494,1276687,704494,350169,402244,141185,193260,52075,52075,142,100,6018888,47440001,53458889
"191315",764821,"HARDTNER MEDICAL CENTER","1102 N. PINE ROAD_OLLA_LA","71465",0.49357,11485766,9682257,0,1980629,4037250,1980629,48705,48705,24039,24039,NA,NA,127,25,17505930,67898962,85404892
"191318",764822,"TRINITY MEDICAL","1700 EE WALLACE BOULEVARD NORTH_FERRIDAY_LA","71334",0.283596,6492780,8599930,2107150,3095892,3463931,988742,5548,5548,1573,1573,NA,NA,278,70,14088472,80833558,94922030
"201315",764823,"STEPHENS MEMORIAL HOSPITAL - CAH","181 MAIN STREET_NORWAY_ME","04268",0.482712,29160112,16121230,0,4979534,7097734,4979534,322301,1768300,155579,1601413,1445999,1445834,358,425,33981702,153250531,187232233
"251306",764829,"PERRY COUNTY GENERAL HOSPITAL","206 BAY AVENUE_RICHTON_MS","39476",0.566803,500940,827246,326306,635099,2177,229971,385313,395653,218397,228737,10340,10340,4,NA,1124158,10799567,11923725
"251325",764830,"COVINGTON COUNTY HOSPITAL","803 GERALD MCRANEY DRIVE_COLLINS_MS","39428",0.530122,1133043,2348711,284099,292143,22990,8044,NA,NA,NA,NA,NA,NA,90,18,12476432,44756802,57233234
"331302",764847,"ELIZABETHTOWN COMMUNITY HOSPITAL","75 PARK STREET_ELIZABETHTOWN_NY","12932",0.473311,3304462,9003253,5318455,5828237,534515,509782,418354,540341,198012,319999,121987,121987,236,90,13261381,104285632,117547013
"371301",764851,"PRAGUE COMMUNITY HOSPITAL","1322 KLAZUBA AVENUE_PRAGUE_OK","74864",0.659236,227199,1726831,875172,2133885,1951445,1258713,6536,6536,4309,4309,NA,NA,13,4,19402935,8072546,27475481
"371309",764852,"PAWHUSKA HOSPITAL  INC.","1101 S 15TH_PAWHUSKA_OK","74056",0.687483,981197,2037581,483311,997101,800873,513790,12788,26209,8792,22213,13421,13421,65,1,19046546,9805366,28851912
"380050",764853,"SKY LAKES MEDICAL CENTER","2865 DAGGETT STREET_KLAMATH FALLS_OR","97601",0.297102,NA,NA,0,6475477,4299339,6475477,5439067,8925928,1615958,5102819,3486861,3486861,1550,850,249011888,541978367,790990255
"450104",764862,"GUADALUPE REGIONAL MEDICAL CENTER","1215 EAST COURT STREET_SEGUIN_TX","78155",0.268614,7355011,10028536,0,13498915,11378214,13482099,26799933,30448131,7198837,10382377,3648198,3183540,1200,NA,125688927,293306010,418994937
"450137",764863,"BAYLOR S&W ALL SAINTS MEDICAL CENTER","1400 8TH AVENUE_FORT WORTH_TX","76104",0.237802,52944924,44610334,0,32706710,44401701,32702196,74090723,81907353,17618922,22012461,7816630,4393539,3900,3645,1248377767,622138346,1870516113
"450399",764865,"BROWNFIELD REGIONAL MEDICAL CENTER","705 E FELT_BROWNFIELD_TX","79316",0.636408,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,70,5738803,24418152,30156955
"450465",764866,"MATAGORDA REGIONAL MEDICAL CENTER","104 7TH STREET_BAY CITY_TX","77414",0.333623,6797678,8377211,0,5762067,5566069,5753038,11694948,11694948,3893732,3893732,NA,NA,343,19,31828243,116430913,148259156
"451329",764869,"RANKIN COUNTY HOSPITAL DISTRICT","1611 SPUR 576_RANKIN_TX","79778",2.565001,182187,1037692,855505,3396285,298870,2512743,691162,698550,1772831,1780219,7388,7388,6,NA,1143651,4763337,5906988
"521309",764875,"MOUNDVIEW MEMORIAL HOSPITAL","402 WEST LAKE STREET_FRIENDSHIP_WI","53934",0.608539,2479449,4785092,2305643,2801950,225261,496307,656776,656776,399674,399674,NA,NA,41,32,2635217,28227828,30863045
"521316",764876,"TRI-COUNTY MEMORIAL HOSPITAL  INC.","18601 LINCOLN STREET_WHITEHALL_WI","54773",0.811707,1832167,4378816,2546649,3190017,427427,643368,440706,440706,357724,357724,NA,NA,74,51,5627373,23770651,29398024
"010005",764878,"MARSHALL MEDICAL CENTERS SOUTH","2505 U.S. HIGHWAY 431_BOAZ_AL","35957",0.302354,27761546,21173651,0,10309378,19360865,10309378,11326615,12642869,3424647,4417306,1316254,992659,1419,1257,118714415,444004520,562718935
"010007",764880,"MIZELL MEMORIAL HOSPITAL","702 MAIN STREET_OPP_AL","36462",0.328587,1608900,2660187,1051287,2816811,4153406,1765524,1054939,1106467,346639,398167,51528,51528,351,224,21765983,45920336,67686319
"010008",764881,"CRENSHAW COMMUNITY HOSPITAL","CRENSHAW COMMUNITY HOSPITAL_LUVERNE_AL","36049",0.350234,814237,698456,0,781165,2228830,781165,1600,1600,560,560,NA,NA,96,93,15043385,21545659,36589044
"010018",764882,"CALLAHAN EYE FOUNDATION HOSP","1720 UNIVERSITY BOULEVARD_BIRMINGHAM_AL","35233",0.223956,3680297,2118218,0,1775797,4624502,1775797,3116776,3136315,698021,717560,19539,19539,14,16,2406192,229052294,231458486
"010029",764884,"EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PKWY_OPELIKA_AL","36802",0.327609,28445363,40083939,0,13823778,13575727,13798279,27457601,27788362,8995357,9326118,330761,330761,2323,3044,408553958,612446381,1021000339
"010033",764885,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET_BIRMINGHAM_AL","35233",0.194921,201818578,296057958,0,165474342,271217198,165474342,473088783,492801792,92214939,111927948,19713009,19713009,8687,8307,6404864163,4993764952,11398629115
"010040",764886,"GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE_GADSDEN_AL","35903",0.052246,10365535,18692669,0,9715086,25289226,9685509,155236500,155321096,8109900,8194496,84596,84596,1662,2359,1432363148,1518011314,2950374462
"010045",764887,"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH_FAYETTE_AL","35555",0.375575,1396725,3040391,812488,4181877,713374,3365809,3069756,5016259,1152924,3099427,1946503,1946503,206,NA,20587802,61634549,82222351
"010055",764888,"FLOWERS HOSPITAL","4370 WEST MAIN STREET_DOTHAN_AL","36302",0.068108,12027530,17150592,0,8680192,22226219,8680192,101633101,101686683,6921235,6974817,53582,53582,2777,3196,1364360334,1520068330,2884428664
"010059",764889,"LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET_MOULTON_AL","35650",0.462992,656098,1121743,0,892712,1303422,892712,546504,590532,253027,297055,44028,44028,93,20,3510500,25788747,29299247
"010062",764891,"WIREGRASS MEDICAL CENTER","1200 WEST MAPLE STREET_GENEVA_AL","36340",0.708501,1197046,3588895,0,2715803,3652898,2715803,271077,271182,192058,192163,105,105,84,97,15662845,16729802,32392647
"010073",764892,"CLAY COUNTY HOSPITAL","83825 HIGHWAY 9_ASHLAND_AL","36251",0.530235,1438068,2103711,0,1176842,1736448,1168929,401438,450952,212856,262370,49514,49514,200,61,14314469,22856114,37170583
"010092",764894,"DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST_TUSCALOOSA_AL","35401",0.283761,70319410,57976824,0,37798231,27741220,37798231,92677685,96131718,26298313,29752346,3454033,3454033,4385,5698,816155593,1106512004,1922667597
"010095",764895,"HALE COUNTY HOSPITAL","508 GREENE STREET_GREENSBORO_AL","36744",0.530601,2204165,3020250,0,1254297,2214535,1243746,88520,122917,46969,81366,34397,34397,78,60,2652725,18361199,21013924
"010099",764896,"D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE_BREWTON_AL","36427",0.254409,2477269,3950942,0,958587,3331224,958587,268563,269156,68325,68918,593,593,272,NA,18319600,119205611,137525211
"010102",764897,"JOHN PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE_CAMDEN_AL","36726",0.730054,508728,954789,0,649972,895226,649972,7507,7507,5481,5481,NA,NA,20,24,269579,7331872,7601451
"010112",764898,"WHITFIELD REGIONAL HOSPITAL","105 HIGHWAY 80 EAST_DEMOPOLIS_AL","36732",0.360847,3730456,5851147,104535,2778935,4869980,2674400,2359249,2427746,851328,919825,68497,68497,316,8,42030491,69687793,111718284
"041307",764900,"CROSSRIDGE COMMUNITY HOSPITAL","310 SOUTH FALLS BLVD_WYNNE_AR","72396",0.583421,1124808,1640054,0,1192825,1080472,1192825,419021,754226,244466,579671,335205,335205,165,114,4413055,22977299,27390354
"050503",764901,"SCRIPPS MEMORIAL HOSPITAL-ENCINITAS","354 SANTA FE DRIVE_ENCINITAS_CA","92023",0.144607,26272928,49763860,23490932,27503576,7973305,4012644,14276924,15048841,2062926,2815857,771917,752931,4153,3377,1347521742,921918170,2269439912
"100019",764911,"HOLMES REGL MEDICAL CENTER","1350 SOUTH HICKORY STREET_MELBOURNE_FL","32901",0.200214,21804284,62747842,38245764,73679400,13249427,35379544,139442789,146373468,27918013,32251398,6930679,4333385,7567,6028,2375085412,996318526,3371403938
"100177",764913,"CAPE CANAVERAL HOSPITAL INC","701 WEST COCOA BEACH CAUSEWAY_COCOA BEACH_FL","32933",0.229867,4198952,14782453,9820182,22324908,5200995,12486441,42580974,44331223,9787139,11204794,1750249,1417655,2036,1338,385153626,465311583,850465209
"131322",764917,"FRANKLIN COUNTY MEDICAL CENTER","44 NORTH FIRST EAST_PRESTON_ID","83263",0.757792,5110523,4726030,0,1149288,1529192,1149288,NA,NA,NA,NA,NA,NA,216,68,8926254,33583971,42510225
"131323",764918,"ST. LUKES WOOD RIVER MEDICAL CENTER","100 HOSPITAL DRIVE_KETCHUM_ID","83340",0.509862,5247102,6512804,0,3788955,3893329,3783334,2396060,3031879,1221660,1857479,635819,635819,273,100,28163648,114760560,142924208
"250085",764954,"MARION GENERAL HOSPITAL","1560 SUMRALL_COLUMBIA_MS","39429",0.331374,2078649,2420967,0,2025355,1529139,2025355,2932236,3478415,971667,1517846,546179,546179,192,26,10932317,38462913,49395230
"251308",764957,"PONTOTOC HEALTH SERVICES","176 SOUTH MAIN_PONTOTOC_MS","38863",0.398974,1982276,3710172,55953,3592172,3338537,3512861,5398912,5433327,2154026,2188441,34415,34415,165,31,14750469,59199947,73950416
"251309",764958,"FIELD MEMORIAL COMMUNITY HOSPITAL","178 HIGHWAY 24_CENTREVILLE_MS","39631",0.630463,1999047,2789744,0,1713045,2207416,1713045,550627,550627,347150,347150,NA,NA,82,4,7177257,27674745,34852002
"251334",764959,"CHOCTAW REGIONAL MEDICAL CENTER","CHOCTAW REGIONAL MEDICAL CENTER_ACKERMAN_MS","39735",0.71208,1053640,1642318,0,8849952,12569766,8849952,NA,29562,NA,29562,29562,29562,66,20,12793773,18070225,30863998
"271339",764961,"CROW/NORTHERN CHEYENNE INDIAN HOSPIT","1010 SOUTH 7650 EAST_CROW AGENCY_MT","59022",56.030949,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,11340,328304,339644
"301302",764965,"LITTLETON REGIONAL HEALTHCARE","600 ST. JOHNSBURY ROAD_LITTLETON_NH","03561",0.430736,13649602,13772809,123207,3490015,6110844,3366808,277479,892606,119520,734647,615127,615127,372,NA,30701575,153582264,184283839
"341327",764975,"J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE STREET_SOUTHPORT_NC","28461",0.353223,414682,428886,14204,2953029,5719970,2938825,615774,1317505,217506,919237,701731,701731,248,112,8101254,140355380,148456634
"380018",764985,"ROGUE REGIONAL MEDICAL CENTER","2825 BARNETT ROAD_MEDFORD_OR","97504",0.288592,98575140,152517591,53942451,60042927,9574665,6100476,5633415,12035564,1577477,3213337,6402149,1635860,4069,3199,1346508317,1206436915,2552945232
"440033",764989,"LAFOLLETTE MEDICAL CENTER","923 E. CENTRAL AVENUE_LAFOLLETTE_TN","37766",0.151466,2698840,7516664,3600179,6383111,4847673,2782932,13023088,13059362,1972555,2008829,36274,36274,316,616,100114028,190270437,290384465
"440035",764990,"TENNOVA HEALTHCARE CLARKSVILLE","651 DUNLOP LANE_CLARKSVILLE_TN","37040",0.101778,17395266,27477661,6807175,18384806,31124404,11547498,79773168,79861154,8119098,8207084,87986,87986,2445,2127,826417779,927656786,1754074565
"440048",764991,"BAPTIST MEM HOSPITAL MEMPHIS","6019 WALNUT GROVE ROAD_MEMPHIS_TN","38120",0.178015,56081912,101208591,21724725,122494373,98532451,56704800,216259669,216435778,38497465,38673574,176109,176109,10993,6104,2617140405,1784866638,4402007043
"440056",764992,"JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE_JEFFERSON CITY_TN","37760",0.117272,4235358,7323468,1883179,5471105,8214578,3587926,21536787,21593899,2525662,2582774,57112,57112,607,700,117387745,317719290,435107035
"440068",764993,"ATHENS REGIONAL MEDICAL CENTER","1114 MADISON AVENUE_ATHENS_TN","37303",0.100824,7516363,10884491,1448995,5676775,11888850,4227780,29205255,29205255,2944591,2944591,NA,NA,593,621,157595154,486951767,644546921
"440130",764995,"BAPTIST MEM HOSPITAL UNION CITY","1201 BISHOP STREET_UNION CITY_TN","38261",0.164742,5465435,7827001,0,4515583,5235708,2790643,11326847,11333303,1866007,1872388,6456,6381,648,406,65159707,203698719,268858426
"440153",764998,"NEWPORT MEDICAL CENTER","435 SECOND STREET_NEWPORT_TN","37821",0.109139,4759935,7915026,1070501,4860380,7225207,3789879,26894406,26926233,2935229,2967056,31827,31827,371,931,136801597,237979722,374781319
"441301",765000,"TROUSDALE MEDICAL CENTER","500 CHURCH STREET_HARTSVILLE_TN","37074",0.265278,1804833,2175032,12817,1075019,2285983,1057124,1424357,1477170,377851,430664,52813,52813,51,48,7636325,29499410,37135735
"441305",765001,"MACON COUNTY GENERAL HOSPITAL","204 MEDICAL DRIVE_LAFAYETTE_TN","37083",0.316352,4309089,3606740,0,1555893,1178312,1555893,2028602,2558269,641752,1171419,529667,529667,289,155,15906903,44506007,60412910
"451309",765008,"MCCAMEY COUNTY HOSPITAL DISTRICT","HIGHWAY 305 SOUTH_MCCAMEY_TX","79752",1.638216,24350,52903,28553,2890822,417718,2862269,1344345,1345291,2201055,2202605,946,1550,8,NA,2595395,7029655,9625050
"451311",765009,"SWEENY COMMUNITY HOSPITAL","305 NORTH MCKINNEY_SWEENY_TX","77480",0.455348,1665150,1791746,0,3034603,1051661,2671478,4368747,4579084,1982551,2192822,210337,210271,41,62,5025382,37085700,42111082
"451314",765010,"MEMORIAL HOSPITAL","821 JEFEE DRIVE_KERMIT_TX","79745",0.838638,1142506,1567628,0,3706892,1108224,3706892,3365428,3381987,2822376,2838935,16559,16559,17,NA,2129276,16452863,18582139
"451337",765011,"W.J. MANGOLD MEMORIAL HOSPITAL","320 MAIN_LOCKNEY_TX","79241",0.597239,4941106,3261593,0,3841418,3351822,3841418,3002678,3048941,1793316,1839579,46263,46263,49,NA,2187380,18631074,20818454
"480002",765014,"GOV. JUAN F. LUIS HOSPITAL","4007 EAST DIAMOND RUBY_CHRISTIANSTED_VI","00820",0.523659,13437102,24806411,11369309,59717853,92317455,48348544,10843,10843,5678,5678,NA,NA,478,NA,73360509,51717606,125078115
